order_id,order_number,order_date,fk_order_date,fk_customer,fk_product,order_item_id,unit_price,discount_value,price_paid
30878582,573056980,2021-06-17,20210617,2027,6572,30910106,3.96,3.96,0.00
31107558,591159380,2021-06-24,20210624,1064,35148,31139486,133.95,0.00,133.95
31111208,453279380,2021-06-24,20210624,2027,35152,31143136,164.98,0.00,164.98
31319850,585825780,2021-07-01,20210701,2027,35146,31352148,78.93,0.00,78.93
31323058,547693780,2021-07-01,20210701,1064,35148,31355356,133.95,0.00,133.95
31328388,502573780,2021-07-01,20210701,2027,6572,31360686,17.94,17.94,0.00
31485464,456795580,2021-07-05,20210705,1064,35148,31518056,133.95,123.95,10.00
31518538,555463580,2021-07-08,20210708,2027,35152,31551184,164.98,0.00,164.98
31721906,426974380,2021-07-15,20210715,2027,35154,31754810,119.90,0.00,119.90
31724380,532354380,2021-07-15,20210715,1064,35148,31757284,133.95,0.00,133.95
31727344,476234380,2021-07-15,20210715,1064,6572,31760248,23.96,23.96,0.00
31729208,568490380,2021-07-15,20210715,1064,24454,31762130,9.99,9.99,0.00
31731624,507050380,2021-07-15,20210715,4242,35138,31764558,254.99,190.75,64.34
31830614,449116780,2021-07-22,20210722,4242,6572,31863648,7.96,0.00,7.96
